NM,DATE(GAME),OPP,PITCHER,DEC,IP,BF,NP,H,HR,SO,R,ER,BB,IBB,HBP,AO,GO,ERA,CG,SHO,NBB,BS,NP2,S,SB,WP,BK,PO,A,DP,TP,E,PK,Unnamed: 34,DATE,GAME,WHIP
威拉諾,07/10(57),統一7-ELEVEn,先發,"
															敗
															
						",5.666666000000001,28.0,102.0,9,0,4,5,4,1,0.0,1.0,4.0,9.0,8.42,0.0,0.0,0.0,0.0,102.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,57,
陳韻文,07/10(57),樂天,後援,"
																								救援成功
															
															
						",0.33333300000000005,1.0,2.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.09,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,57,
蘇俊璋,07/10(57),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.3333330000000003,6.0,23.0,2,1,1,2,2,0,0.0,0.0,0.0,3.0,4.38,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,57,
羅里奇,07/10(57),樂天,先發,"
															勝
															
						",5.0,26.0,103.0,10,0,7,3,3,2,0.0,0.0,4.0,3.0,6.35,0.0,0.0,0.0,0.0,103.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,57,
江承峰,07/10(57),樂天,中繼,"
																								中繼成功
															
															
						",1.6666659999999998,6.0,25.0,0,0,1,0,0,0,0.0,0.0,3.0,2.0,1.50,0.0,0.0,0.0,0.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,57,
萊福力,07/10(56),富邦,先發,"
															敗
															
						",5.0,18.0,71.0,4,0,6,1,1,0,0.0,0.0,5.0,3.0,3.94,0.0,0.0,0.0,0.0,71.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,56,
黃子鵬,07/10(57),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,4.0,10.0,1,0,0,0,0,0,1.0,0.0,1.0,1.0,4.35,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,57,
黃偉晟,07/10(57),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,4.0,16.0,0,0,0,0,0,1,0.0,0.0,1.0,2.0,7.59,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,57,
達尼爾,07/10(57),樂天,中繼,"
																								無
															
															
						",1.3333330000000003,5.0,16.0,1,0,0,0,0,1,0.0,0.0,1.0,2.0,8.15,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,57,
陳柏豪,07/10(56),富邦,後援,"
																								無
															
															
						",2.0,7.0,38.0,1,0,2,1,0,0,0.0,0.0,0.0,4.0,3.43,0.0,0.0,0.0,0.0,38.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,56,
鄭鈞仁,07/10(57),樂天,中繼,"
																								無
															
															
						",0.6666660000000001,4.0,24.0,1,0,1,0,0,1,0.0,0.0,0.0,1.0,5.12,0.0,0.0,0.0,0.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,57,
索沙,07/10(56),中信兄弟,先發,"
															勝
															
						",9.0,34.0,116.0,7,1,10,3,3,0,0.0,0.0,10.0,7.0,4.46,1.0,0.0,1.0,0.0,116.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-10,56,
陳仕朋,07/11(58),中信兄弟,先發,"
															敗
															
						",3.6666660000000006,21.0,82.0,7,1,1,6,3,1,0.0,0.0,6.0,6.0,6.09,0.0,0.0,0.0,0.0,82.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,58,
林其緯,07/11(59),樂天,中繼,"
																								無
															
															
						",1.6666659999999998,7.0,18.0,2,0,2,0,0,0,0.0,0.0,3.0,0.0,2.19,0.0,0.0,0.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,59,
賴鴻誠,07/11(58),中信兄弟,後援,"
																								無
															
															
						",1.0,6.0,23.0,2,1,1,3,3,1,0.0,0.0,2.0,0.0,8.10,0.0,0.0,0.0,0.0,23.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,58,
傅于剛,07/11(59),樂天,中繼,"
																								無
															
															
						",1.0,3.0,11.0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,4.38,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,59,
王尉永,07/11(58),中信兄弟,中繼,"
																								無
															
															
						",1.0,6.0,23.0,2,0,3,2,2,1,0.0,0.0,0.0,0.0,7.71,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,58,
黃竣彥,07/11(59),樂天,後援,"
																								無
															
															
						",0.33333300000000005,1.0,5.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.50,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,59,
羅國華,07/11(58),中信兄弟,中繼,"
																								無
															
															
						",1.3333330000000003,8.0,30.0,4,1,1,2,2,0,0.0,1.0,0.0,2.0,4.67,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,58,
翁瑋均,07/11(59),統一7-ELEVEn,先發,"
															勝
															
						",9.0,35.0,118.0,6,2,4,2,2,2,0.0,0.0,6.0,17.0,5.77,1.0,0.0,0.0,0.0,118.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,59,
林威志,07/11(59),樂天,中繼,"
																								無
															
															
						",1.0,5.0,19.0,2,1,1,2,2,0,0.0,1.0,0.0,1.0,4.08,0.0,0.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,59,
吳哲源,07/11(58),富邦,後援,"
																								無
															
															
						",0.33333300000000005,1.0,4.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,58,
彭識穎,07/11(58),富邦,中繼,"
																								無
															
															
						",0.6666660000000001,3.0,13.0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,5.71,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,58,
楊彬,07/11(58),中信兄弟,中繼,"
																								無
															
															
						",0.0,3.0,16.0,2,0,0,3,3,1,0.0,0.0,0.0,0.0,10.57,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,58,
黃恩賜,07/11(58),富邦,先發,"
															勝
															
						",7.0,24.0,85.0,3,0,10,0,0,1,0.0,0.0,1.0,9.0,3.53,0.0,0.0,0.0,0.0,85.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,58,
方建德,07/11(59),樂天,先發,"
															敗
															
						",3.3333330000000005,19.0,68.0,8,2,0,6,6,1,0.0,1.0,2.0,7.0,16.20,0.0,0.0,0.0,0.0,68.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,59,
吳俊偉,07/11(58),富邦,中繼,"
																								無
															
															
						",1.0,3.0,8.0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,3.38,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,58,
林晨樺,07/11(58),中信兄弟,中繼,"
																								無
															
															
						",1.0,5.0,15.0,2,0,0,1,1,1,0.0,0.0,1.0,1.0,3.48,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,58,
王鏡銘,07/11(59),樂天,中繼,"
																								無
															
															
						",0.6666660000000001,6.0,29.0,1,0,2,1,0,2,0.0,0.0,0.0,1.0,0.00,0.0,0.0,0.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-11,59,
米蘭達,07/12(1),樂天,先發,"
															敗
															
						",6.0,26.0,113.0,6,1,4,4,4,3,0.0,0.0,6.0,7.0,4.22,0.0,0.0,0.0,0.0,113.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-12,1,
陳禹勳,07/12(1),中信兄弟,後援,"
																								救援成功
															
															
						",1.0,4.0,19.0,0,0,3,0,0,1,0.0,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-12,1,
蔡齊哲,07/12(1),樂天,中繼,"
																								無
															
															
						",1.0,3.0,13.0,0,0,0,0,0,1,0.0,0.0,0.0,2.0,1.80,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-12,1,
尼寇力,07/12(1),中信兄弟,中繼,"
																								中繼成功
															
															
						",2.0,9.0,44.0,2,0,1,0,0,1,0.0,0.0,3.0,2.0,5.90,0.0,0.0,0.0,0.0,44.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-12,1,
吳俊偉,07/12(1),樂天,後援,"
																								無
															
															
						",1.0,4.0,17.0,1,0,0,0,0,1,0.0,0.0,2.0,0.0,3.24,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-12,1,
王溢正,07/12(1),中信兄弟,先發,"
															勝
															
						",5.0,21.0,77.0,6,2,1,3,3,1,0.0,0.0,4.0,9.0,4.98,0.0,0.0,0.0,0.0,77.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-12,1,
王躍霖,07/12(1),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.0,4.0,19.0,0,0,1,0,0,1,0.0,0.0,1.0,1.0,3.99,0.0,0.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-12,1,
霸能,07/14(65),富邦,先發,"
															勝
															
						",7.0,25.0,120.0,1,0,7,0,0,3,0.0,0.0,3.0,11.0,4.29,0.0,0.0,0.0,0.0,120.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,65,
鄭鈞仁,07/14(62),中信兄弟,中繼,"
																								無
															
															
						",0.6666660000000001,3.0,11.0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,5.01,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,62,
林晨樺,07/14(65),樂天,中繼,"
																								無
															
															
						",0.33333300000000005,4.0,10.0,3,1,0,3,3,0,0.0,0.0,0.0,1.0,4.71,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,65,
陳明軒,07/14(65),樂天,後援,"
																								無
															
															
						",1.0,3.0,9.0,0,0,0,0,0,1,0.0,0.0,0.0,2.0,0.00,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,65,
江辰晏,07/14(62),中信兄弟,先發,"
															敗
															
						",5.666666000000001,29.0,113.0,8,1,5,6,6,3,0.0,2.0,7.0,4.0,7.09,0.0,0.0,0.0,0.0,113.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,62,
達尼爾,07/14(62),中信兄弟,中繼,"
																								無
															
															
						",0.6666660000000001,4.0,17.0,0,0,1,0,0,2,0.0,0.0,0.0,1.0,8.01,0.0,0.0,0.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,62,
王躍霖,07/14(65),富邦,中繼,"
																								無
															
															
						",1.0,6.0,22.0,3,0,0,1,1,0,0.0,0.0,2.0,1.0,4.15,0.0,0.0,0.0,0.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,65,
林其緯,07/14(62),中信兄弟,中繼,"
																								無
															
															
						",1.3333330000000003,6.0,18.0,1,0,0,0,0,1,0.0,0.0,2.0,2.0,1.98,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,62,
德保拉,07/14(62),統一7-ELEVEn,先發,"
															勝
															
						",9.0,35.0,143.0,5,0,14,1,1,2,0.0,0.0,7.0,7.0,4.03,1.0,0.0,0.0,0.0,143.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,62,
黃竣彥,07/14(62),中信兄弟,後援,"
																								無
															
															
						",0.6666660000000001,2.0,7.0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,4.41,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,62,
羅力,07/14(65),樂天,先發,"
															敗
															
						",7.0,28.0,104.0,7,0,4,1,1,4,0.0,1.0,2.0,10.0,5.11,0.0,0.0,0.0,0.0,104.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,65,
賴鴻誠,07/14(65),樂天,中繼,"
																								無
															
															
						",0.6666660000000001,3.0,8.0,1,1,1,1,1,0,0.0,0.0,0.0,1.0,8.59,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,65,
陳禹勳,07/14(65),富邦,後援,"
																								無
															
															
						",1.0,3.0,15.0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,6.23,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-14,65,
陳明軒,07/15(81),樂天,中繼,"
																								無
															
															
						",0.6666660000000001,7.0,29.0,3,0,0,3,2,1,0.0,1.0,1.0,1.0,10.80,0.0,0.0,0.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-15,81,
伍鐸,07/15(81),樂天,先發,"
															敗
															
						",5.0,27.0,84.0,11,1,4,8,4,0,0.0,0.0,7.0,5.0,6.52,0.0,0.0,0.0,0.0,84.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-15,81,
羅國華,07/15(81),樂天,中繼,"
																								無
															
															
						",0.0,3.0,16.0,3,1,0,3,3,0,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-15,81,
游朝惟,07/15(81),富邦,後援,"
																								無
															
															
						",2.0,9.0,41.0,3,1,3,1,1,0,0.0,0.0,3.0,0.0,12.27,0.0,0.0,0.0,0.0,41.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-15,81,
王尉永,07/15(81),樂天,後援,"
																								無
															
															
						",1.0,3.0,11.0,0,0,2,0,0,0,0.0,0.0,1.0,0.0,7.36,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-15,81,
卡本特,07/15(81),富邦,先發,"
															勝
															
						",6.0,25.0,103.0,6,0,8,2,2,0,0.0,1.0,3.0,7.0,3.87,0.0,0.0,0.0,0.0,103.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-15,81,
朱俊祥,07/15(81),富邦,中繼,"
																								無
															
															
						",1.0,3.0,8.0,0,0,0,0,0,0,0.0,0.0,1.0,2.0,0.00,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-15,81,
林晨樺,07/15(81),樂天,中繼,"
																								無
															
															
						",1.3333330000000003,4.0,14.0,0,0,0,0,0,0,0.0,0.0,3.0,1.0,4.43,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-15,81,
江國豪,07/16(67),中信兄弟,先發,"
																								無
															
															
						",6.0,24.0,99.0,6,0,6,0,0,2,0.0,0.0,6.0,4.0,6.40,0.0,0.0,0.0,0.0,99.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
鄭凱文,07/16(67),富邦,後援,"
																								救援成功
															
															
						",1.0,4.0,15.0,1,0,2,0,0,0,0.0,0.0,1.0,0.0,4.10,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
賴鴻誠,07/16(67),中信兄弟,中繼,"
																								無
															
															
						",0.6666660000000001,5.0,19.0,2,0,1,2,2,0,0.0,1.0,1.0,0.0,10.12,0.0,0.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
吳哲源,07/16(67),富邦,中繼,"
																								無
															
															
						",1.0,3.0,13.0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,0.00,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
羅傑斯,07/16(67),富邦,先發,"
																								無
															
															
						",4.0,18.0,76.0,6,0,2,2,2,2,0.0,0.0,5.0,3.0,7.17,0.0,0.0,0.0,0.0,76.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
李振昌,07/16(67),富邦,中繼,"
																								中繼成功
															
															
						",1.0,4.0,18.0,1,0,3,0,0,0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
彭識穎,07/16(67),富邦,中繼,"
																								無
															
															
						",1.0,4.0,16.0,1,0,0,0,0,0,0.0,0.0,3.0,0.0,5.40,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
謝榮豪,07/16(67),富邦,中繼,"
																								無
															
															
						",1.0,5.0,19.0,1,0,0,1,1,1,0.0,0.0,0.0,3.0,3.15,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
倪福德,07/16(67),中信兄弟,中繼,"
																								無
															
															
						",1.0,5.0,26.0,2,0,2,1,1,0,0.0,0.0,0.0,1.0,7.20,0.0,0.0,0.0,1.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
陳鴻文,07/16(67),中信兄弟,中繼,"
																								無
															
															
						",1.3333330000000003,6.0,24.0,1,0,1,0,0,1,0.0,0.0,2.0,1.0,3.46,0.0,0.0,0.0,1.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
陳柏豪,07/16(67),富邦,中繼,"
															勝
															
						",1.0,3.0,10.0,0,0,1,0,0,0,0.0,0.0,2.0,0.0,3.27,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
王尉永,07/16(67),中信兄弟,後援,"
															敗
															
						",1.0,5.0,15.0,2,0,0,1,1,0,0.0,0.0,1.0,2.0,7.43,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-16,67,
倪福德,07/18(50),樂天,中繼,"
																								無
															
															
						",1.0,5.0,18.0,3,0,0,1,0,0,0.0,0.0,2.0,0.0,6.00,0.0,0.0,0.0,0.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-18,50,
游朝惟,07/18(50),富邦,中繼,"
																								無
															
															
						",2.0,8.0,33.0,2,1,1,1,1,0,0.0,0.0,2.0,3.0,9.53,0.0,0.0,0.0,0.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-18,50,
陳鴻文,07/18(50),樂天,後援,"
																								無
															
															
						",1.0,3.0,13.0,0,0,1,0,0,0,0.0,0.0,2.0,0.0,3.33,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-18,50,
賴鴻誠,07/18(50),樂天,中繼,"
																								無
															
															
						",1.0,6.0,23.0,3,0,0,1,1,0,0.0,0.0,3.0,0.0,10.00,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-18,50,
索沙,07/18(50),樂天,先發,"
															勝
															
						",5.0,27.0,107.0,10,1,7,4,4,2,0.0,0.0,3.0,5.0,4.62,0.0,0.0,0.0,0.0,107.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-18,50,
朱俊祥,07/18(50),富邦,後援,"
																								無
															
															
						",1.0,5.0,20.0,2,0,0,1,1,0,0.0,0.0,2.0,1.0,4.50,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-18,50,
王尉永,07/18(50),樂天,中繼,"
																								無
															
															
						",1.0,3.0,13.0,0,0,1,0,0,0,0.0,0.0,0.0,2.0,7.12,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-18,50,
洪聖欽,07/18(50),富邦,先發,"
															敗
															
						",5.0,31.0,93.0,13,3,0,10,4,3,0.0,1.0,7.0,7.0,7.88,0.0,0.0,0.0,0.0,93.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-18,50,
翁瑋均,07/19(2),富邦,先發,"
															勝
															
						",6.0,23.0,91.0,6,0,2,3,3,0,0.0,0.0,6.0,9.0,5.64,0.0,0.0,0.0,0.0,91.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-19,2,
黃子鵬,07/19(2),富邦,中繼,"
																								無
															
															
						",1.0,5.0,27.0,1,0,3,0,0,0,0.0,1.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0,27.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-19,2,
羅國華,07/19(2),樂天,中繼,"
																								無
															
															
						",2.6666660000000006,11.0,47.0,3,0,3,1,1,0,0.0,0.0,3.0,2.0,5.85,0.0,0.0,0.0,0.0,47.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-19,2,
王尉永,07/19(2),樂天,後援,"
																								無
															
															
						",1.0,5.0,15.0,2,1,0,2,2,0,0.0,0.0,1.0,2.0,7.56,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-19,2,
陳禹勳,07/19(2),富邦,後援,"
																								無
															
															
						",1.0,4.0,17.0,0,0,0,0,0,1,0.0,0.0,2.0,1.0,6.00,0.0,0.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-19,2,
陳明軒,07/19(2),樂天,中繼,"
																								無
															
															
						",0.0,3.0,11.0,2,1,0,3,3,0,0.0,1.0,0.0,0.0,27.00,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-19,2,
陳仕朋,07/19(2),樂天,先發,"
															敗
															
						",2.3333330000000005,17.0,72.0,9,1,2,6,4,1,0.0,0.0,3.0,2.0,6.47,0.0,0.0,0.0,0.0,72.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-19,2,
張明翔,07/19(2),富邦,中繼,"
																								無
															
															
						",1.0,5.0,16.0,1,0,1,0,0,1,0.0,0.0,2.0,0.0,21.00,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-19,2,
林晨樺,07/19(2),樂天,中繼,"
																								無
															
															
						",2.0,11.0,36.0,3,1,2,2,2,0,0.0,2.0,4.0,0.0,4.81,0.0,0.0,0.0,0.0,36.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-19,2,
朱俊祥,07/24(121),富邦,後援,"
															敗
															
						",0.33333300000000005,3.0,9.0,2,0,0,1,1,0,0.0,0.0,0.0,1.0,7.71,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
彭識穎,07/24(122),統一7-ELEVEn,後援,"
																								無
															
															
						",0.33333300000000005,1.0,3.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,5.30,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,122,
鄭鈞仁,07/24(122),中信兄弟,中繼,"
																								無
															
															
						",1.0,5.0,22.0,2,0,1,1,1,0,0.0,0.0,0.0,2.0,5.13,0.0,0.0,0.0,0.0,22.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,122,
黃恩賜,07/24(122),統一7-ELEVEn,先發,"
															敗
															
						",6.333332999999999,27.0,93.0,7,2,3,6,6,2,0.0,0.0,6.0,9.0,3.94,0.0,0.0,0.0,0.0,93.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,122,
黃子鵬,07/24(121),富邦,中繼,"
																								無
															
															
						",1.0,4.0,15.0,2,0,0,0,0,0,0.0,0.0,0.0,2.0,4.09,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,121,
吳哲源,07/24(122),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.33333300000000005,2.0,9.0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.00,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-07-24,122,
